id,nom,type,cuisine,origine,temps_preparation,temps_cuisson,nb_personnes,nombre_etapes,instructions,methodes_cuisson,ustensiles,image_path,calories,valeur_nutritionnelle,empreinte_carbone
2825,Paella valencienne authentique,['Dîner'],['Espagnol'],Europe,30.0,90.0,8,3,"Faites chauffer une poêle à paella à feu moyen-vif et enduisez-la d'huile d'olive. Ajoutez le poulet, le lapin et l'ail, et faites-les revenir en remuant jusqu'à ce qu'ils soient bien dorés. Poussez la viande dorée sur les côtés de la poêle et ajoutez la tomate, les haricots blancs, les petits pois et les haricots verts. Assaisonnez de paprika et mélangez bien. Remplissez la poêle à paella presque à ras bord d'eau, en mesurant la quantité au fur et à mesure afin de déterminer la quantité de riz à ajouter par la suite. Portez à ébullition. Laissez mijoter pendant environ 1 heure pour obtenir un bon bouillon. Assaisonnez généreusement de sel, ajoutez juste assez de safran pour obtenir une couleur jaune, du thym et du romarin. Incorporez la moitié de la quantité de riz ajoutée à la poêle. Couvrez, baissez le feu et laissez mijoter jusqu'à ce que tout le liquide soit absorbé, environ 20 minutes.","['bouillir', 'mijoter', 'réduire']",['poêle'],https://www.allrecipes.com/recipe/73337/authentic-paella-valenciana/,783 kcal,"""{""""Carbohydrates"""": """"87 g"""", """"Cholesterol"""": """"82 mg"""", """"Fiber"""": """"5 g"""", """"Protein"""": """"34 g"""", """"Saturated Fat"""": """"9 g"""", """"Sodium"""": """"328 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"31 g"""", """"Unsaturated Fat"""": """"0 g""""}""",27.58
2826,Hachis parmentier du chef John,['Dîner'],['Irlandais'],Europe,15.0,55.0,8,6,"Mettez les pommes de terre coupées en dés et l'ail dans une grande casserole et couvrez-les d'eau. Portez à ébullition. Réduisez le feu à doux, couvrez et laissez mijoter jusqu'à ce que les légumes soient tendres, environ 20 minutes. Préchauffez le four à 190 °C (thermostat 6). Pendant ce temps, faites cuire le bœuf haché dans une poêle à feu moyen. Incorporez la farine au bœuf et, avec le jus de cuisson, ajoutez les légumes, le bouillon de bœuf, le ketchup, le sel et le poivre noir. Laissez mijoter jusqu'à épaississement, environ 5 minutes, puis transférez le tout dans un plat à gratin. Égouttez les pommes de terre et remettez-les dans la casserole. Écrasez-les légèrement à l'aide d'un presse-purée, ajoutez la crème fraîche et 60 ml (1/4 tasse) de cheddar râpé. Écrasez jusqu'à obtenir une purée lisse. Répartissez la purée de pommes de terre sur le mélange de bœuf, en partant du centre du plat pour former la dernière couche. Parsemez du reste de cheddar râpé (60 ml ou 1/4 tasse). Enfournez dans le four préchauffé jusqu'à ce que le fromage soit fondu et doré, 20 à 25 minutes. Laissez refroidir 15 minutes avant de servir.","['cuire au four', 'bouillir', 'mijoter', 'réduire']","['poêle', 'four', 'plat à gratin', 'pot']",https://www.allrecipes.com/recipe/219919/chef-johns-shepherds-pie/,311 kcal,"""{""""Carbohydrates"""": """"24 g"""", """"Cholesterol"""": """"59 mg"""", """"Fiber"""": """"3 g"""", """"Protein"""": """"16 g"""", """"Saturated Fat"""": """"8 g"""", """"Sodium"""": """"546 mg"""", """"Sugar"""": """"1 g"""", """"Fat"""": """"17 g"""", """"Unsaturated Fat"""": """"0 g""""}""",34.95
2827,Boulettes de pain tchèques (Knedlíky),['Dîner'],['Tchèque'],Europe,30.0,40.0,8,12,"Rassemblez tous les ingrédients. Dans un bol, mélangez le lait tiède, le sucre et la levure. Laissez reposer environ 10 minutes. Ajoutez l'œuf et le sel casher au mélange de levure. Versez 2 ¾ tasses de farine. Remuez avec une cuillère en bois jusqu'à ce que la pâte se détache des parois du bol. Pétrissez sur une surface légèrement farinée jusqu'à ce que la pâte soit lisse et légèrement élastique, environ 3 minutes. Transférez la pâte dans un bol légèrement huilé, en la retournant pour bien l'enrober d'huile. Couvrez et laissez lever dans un endroit chaud jusqu'à ce qu'elle double de volume, environ 2 heures. Transférez la pâte sur votre plan de travail, chassez l'air et formez une boule relativement homogène. Divisez la pâte en deux parts égales. Formez deux boules homogènes. Roulez chaque boule en un boudin de 5 à 6 cm de diamètre. Couvrez d'un film alimentaire ou d'un torchon propre et laissez lever 20 à 25 minutes. Pendant ce temps, portez une grande casserole d'eau salée à frémissement. Laissez mijoter.\nPrenez délicatement un morceau de pâte levée et déposez-le dans l'eau frémissante. Portez à nouveau à frémissement. Couvrez hermétiquement et laissez mijoter 10 minutes. Découvrez, retournez et poursuivez la cuisson 10 minutes supplémentaires.\nDéposez sur une assiette et piquez de tous côtés avec un cure-dent ou une brochette en bois pour laisser échapper la vapeur.\nDécoupez en quenelles de 2 à 2,5 cm de diamètre à l'aide d'une ficelle ou d'un fil. Disposez sur un plat de service. Répétez les étapes 9 à 11 pour cuire le reste de la pâte.\nServez et dégustez !","['vapeur', 'mijoter']",['pot'],https://www.allrecipes.com/recipe/8374896/czech-bread-dumplings-knedliky/,169 kcal,"""{""""Carbohydrates"""": """"35 g"""", """"Cholesterol"""": """"26 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"6 g"""", """"Saturated Fat"""": """"1 g"""", """"Sodium"""": """"262 mg"""", """"Sugar"""": """""""", """"Fat"""": """"2 g"""", """"Unsaturated Fat"""": """"0 g""""}""",10.21
2828,Tartes caréliennes (Karjalanpiirakka),['Dîner'],['Finlandais'],Europe,30.0,55.0,16,5,"Dans une casserole, mélanger le riz et l'eau à feu moyen. Porter à ébullition, puis baisser le feu, couvrir et laisser mijoter 20 minutes, ou jusqu'à ce que l'eau soit absorbée. Incorporer le lait, couvrir et cuire jusqu'à ce que le riz l'ait absorbé, environ 20 minutes. Saler à votre goût. Préchauffer le four à 220 °C (450 °F). Dans un saladier moyen, mélanger le sel et la farine de seigle. Ajouter l'eau. Incorporer la farine tout usage, une cuillère à soupe à la fois, jusqu'à ce que la pâte soit légèrement collante. Diviser la pâte en 16 portions égales. Sur un plan de travail légèrement fariné, étaler chaque portion de pâte en un cercle fin de 15 cm de diamètre. La pâte doit être aussi fine que possible. Déposer environ 3 cuillères à soupe du mélange de riz au centre de chaque cercle. Étaler le mélange en laissant une bordure de 2,5 cm. Replier les bords de la pâte vers le haut et les pincer pour que les chaussons conservent leur forme. Pincer les côtés à chaque extrémité pour former une petite barquette. Disposez les pâtisseries à environ 7,5 cm d'intervalle sur une plaque à pâtisserie non graissée et badigeonnez-les de beurre. Faites cuire au four préchauffé pendant 10 à 15 minutes, jusqu'à ce que la pâte soit ferme et que le riz au lait soit légèrement doré. Servez chaud.","['bouillir', 'mijoter', 'cuire au four', 'réduire']","['plaque de cuisson', 'casserole', 'four']",https://www.allrecipes.com/recipe/56443/karjalan-pies/,106 kcal,"""{""""Carbohydrates"""": """"17 g"""", """"Cholesterol"""": """"8 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"3 g"""", """"Saturated Fat"""": """"2 g"""", """"Sodium"""": """"175 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"3 g"""", """"Unsaturated Fat"""": """"0 g""""}""",11.04
2829,Stollen de Noël,['Pain'],['Allemand'],Europe,30.0,40.0,15,10,"Rassemblez tous les ingrédients. Versez le lait tiède et la levure dans un bol. Laissez reposer jusqu'à ce que le mélange soit crémeux, environ 10 minutes. Dans un grand saladier, mélangez le mélange de levure, 2 tasses de farine à pain, le sucre blanc, le beurre, l'œuf et le sel. Incorporez le reste de la farine, 1/4 de tasse à la fois, en remuant bien après chaque ajout. Lorsque la pâte est homogène, déposez-la sur un plan de travail légèrement fariné et incorporez-y les citrons confits, les groseilles, les raisins secs blonds et les cerises. Pétrissez jusqu'à obtenir une pâte lisse, environ 8 minutes. Huilez légèrement un grand saladier, déposez-y la pâte et retournez-la pour bien l'enrober d'huile. Couvrez d'un linge humide et laissez lever dans un endroit chaud jusqu'à ce qu'elle double de volume, environ 1 heure. Graissez légèrement une plaque de cuisson. Dégazez la pâte et déposez-la sur un plan de travail légèrement fariné. Roulez la pâte d'amande en un boudin et placez-le au centre de la pâte. Repliez la pâte sur la pâte pour la recouvrir et pincez les bords pour les sceller. Placez le pain… Déposez le stollen, la soudure vers le bas, sur une plaque de cuisson préparée. Couvrez d'un linge humide et laissez lever jusqu'à ce qu'il double de volume, environ 40 minutes. Préchauffez le four à 175 °C (350 °F). Enfournez le stollen pendant 10 minutes, puis baissez la température à 150 °C (300 °F) et poursuivez la cuisson pendant 30 à 40 minutes, ou jusqu'à ce qu'il soit bien doré et que le dessous sonne creux lorsqu'on le tapote. Laissez refroidir sur une grille, puis saupoudrez de sucre glace et de cannelle.","['cuire', 'réduire']","['plaque de cuisson', 'four']",https://www.allrecipes.com/recipe/17160/christmas-stollen/,178 kcal,"""{""""Carbohydrates"""": """"29 g"""", """"Cholesterol"""": """"24 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"2 g"""", """"Saturated Fat"""": """"3 g"""", """"Sodium"""": """"307 mg"""", """"Sugar"""": """"18 g"""", """"Fat"""": """"7 g"""", """"Unsaturated Fat"""": """"0 g""""}""",23.8
2830,Hachis parmentier végétalien,['Dîner'],['Britannique'],Europe,20.0,55.0,6,10,"Rassemblez tous les ingrédients. Placez les pommes de terre dans une casserole, couvrez-les d'eau froide et portez à ébullition à feu moyen-vif. Baissez le feu à doux et laissez cuire les pommes de terre jusqu'à ce qu'elles soient tendres, environ 25 minutes. Égouttez-les. Incorporez la mayonnaise végane, le lait de soja, l'huile d'olive, le fromage frais végan et le sel aux pommes de terre, puis écrasez-les à l'aide d'un presse-purée jusqu'à obtenir une purée lisse et onctueuse. Réservez la purée. Préchauffez le four à 200 °C (thermostat 6-7) et vaporisez un plat à gratin de 2 litres d'huile de cuisson. Faites chauffer l'huile végétale dans une grande poêle à feu moyen. Ajoutez l'oignon, les carottes, le céleri, les petits pois surgelés et la tomate. Faites cuire en remuant jusqu'à ce que les légumes soient tendres, environ 10 minutes. Incorporez l'assaisonnement italien, l'ail et le poivre. Baissez le feu à doux et émiettez le substitut de viande végétale dans la poêle avec les légumes. Faites cuire en remuant, en défaisant le substitut de viande, jusqu'à ce que le mélange soit chaud, environ 5 minutes. Étalez le mélange de substitut de viande végétale au fond du plat. Dans un plat à gratin, recouvrir de purée de pommes de terre en une couche uniforme. Parsemer de fromage de soja râpé. Faire cuire au four préchauffé jusqu'à ce que le fromage soit fondu et légèrement doré et que le plat soit bien chaud, environ 20 minutes. Bon appétit !","['cuire au four', 'bouillir', 'réduire']","['plat à four', 'poêle', 'four', 'casserole']",https://www.allrecipes.com/recipe/180735/traditional-style-vegan-shepherds-pie/,552 kcal,"""{""""Carbohydrates"""": """"65 g"""", """"Cholesterol"""": """""""", """"Fiber"""": """"7 g"""", """"Protein"""": """"20 g"""", """"Saturated Fat"""": """"4 g"""", """"Sodium"""": """"1317 mg"""", """"Sugar"""": """"8 g"""", """"Fat"""": """"24 g"""", """"Unsaturated Fat"""": """"0 g""""}""",55.89
2831,Dîner irlandais bouilli (bœuf salé),['Dîner'],['Irlandais'],Europe,15.0,270.0,6,5,"Rassemblez tous les ingrédients. Rincez le brisket à l'eau froide et placez-le dans une grande casserole. Ajoutez suffisamment d'eau pour recouvrir le rôti de 15 cm. Épluchez les oignons et mettez-les dans la casserole. Portez à ébullition et laissez mijoter 30 minutes à gros bouillons. Réduisez le feu à doux pour que l'eau frémisse légèrement. Couvrez et laissez cuire 3 h 30. Retirez les oignons et coupez-les en quartiers. Remettez-les dans la casserole. Ajoutez les carottes, puis disposez le chou sur le rôti. Placez les pommes de terre sur le chou. Couvrez et laissez cuire jusqu'à ce que les pommes de terre soient tendres, environ 30 minutes de plus. Les pommes de terre devraient être immergées dans l'eau à ce stade, mais si ce n'est pas le cas, laissez le couvercle pour qu'elles cuisent à la vapeur. Retirez les légumes de la casserole et placez-les dans un plat de service séparé. Laissez le corned-beef dans la casserole jusqu'au moment de le trancher et de le servir pour éviter qu'il ne sèche trop vite.","['bouillir', 'réduire', 'cuire à la vapeur', 'rôtir']",['pot'],https://www.allrecipes.com/recipe/30918/irish-boiled-dinner-corned-beef/,918 kcal,"""{""""Carbohydrates"""": """"107 g"""", """"Cholesterol"""": """"179 mg"""", """"Fiber"""": """"24 g"""", """"Protein"""": """"47 g"""", """"Saturated Fat"""": """"12 g"""", """"Sodium"""": """"2248 mg"""", """"Sugar"""": """"25 g"""", """"Fat"""": """"36 g"""", """"Unsaturated Fat"""": """"0 g""""}""",50.27
2832,Brioches suédoises de Sainte-Lucie,[],['Suédois'],Europe,30.0,20.0,24,9,"Faites chauffer le lait dans une petite casserole à feu moyen jusqu'à ce que des bulles se forment sur les bords, environ 3 minutes. Retirez du feu. Ajoutez le sucre, le beurre, le sel et le safran, en remuant jusqu'à ce que le beurre soit fondu. Laissez tiédir environ 2 minutes. Dans un grand bol, saupoudrez la levure sur l'eau tiède et remuez jusqu'à dissolution complète. Incorporez le mélange de lait et 3 tasses et demie de farine en remuant jusqu'à obtenir une pâte lisse, environ 2 minutes. Incorporez les œufs. Ajoutez progressivement le reste de la farine, en mélangeant à la main jusqu'à ce que la pâte se détache des parois du bol et soit très souple. Déposez la pâte sur un plan de travail légèrement fariné. Couvrez d'un bol et laissez reposer 10 minutes. Pétrissez la pâte avec de la farine supplémentaire si nécessaire, environ 5 minutes. Placez la pâte dans un grand bol légèrement huilé et retournez-la pour bien l'enrober d'huile. Couvrez d'un torchon et laissez lever dans un endroit chaud jusqu'à ce qu'elle double de volume, 60 à 90 minutes. Préchauffez le four à 175 °C (350 °F). Graissez un moule à gâteau. Aplatissez la pâte. Prélevez des boules de pâte de la taille d'une balle de golf et roulez-les en boudins. Roulez chaque extrémité dans une direction opposée pour former des « S ». Disposez les petits pains sur les plaques de cuisson préparées. Mélangez le jaune d'œuf et l'eau dans un bol à l'aide d'un fouet. Badigeonnez les petits pains de ce mélange. Enfournez dans le four préchauffé pendant 6 minutes. Retirez du four, en laissant celui-ci allumé. Déposez rapidement un raisin sec au centre de chaque « S ». Remettez au four et poursuivez la cuisson jusqu'à ce que les petits pains soient dorés et bien cuits, environ 6 minutes de plus. Laissez refroidir sur une grille avant de servir.",['cuire'],"['casserole', 'poêle', 'plaque de cuisson', 'fouet', 'four']",https://www.allrecipes.com/recipe/273653/swedish-st-lucia-buns/,198 kcal,"""{""""Carbohydrates"""": """"33 g"""", """"Cholesterol"""": """"35 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"5 g"""", """"Saturated Fat"""": """"3 g"""", """"Sodium"""": """"136 mg"""", """"Sugar"""": """"7 g"""", """"Fat"""": """"5 g"""", """"Unsaturated Fat"""": """"0 g""""}""",20.5
2833,Blaukraut (chou rouge allemand),"['Dîner', 'Accompagnement']",['Allemand'],Europe,15.0,45.0,4,2,"Faites fondre le beurre dans une grande casserole. Ajoutez le sucre et remuez jusqu'à obtenir une couleur caramel clair, environ 5 minutes. Ajoutez l'oignon et les pommes et faites cuire en remuant jusqu'à ce que les oignons commencent à ramollir, environ 5 minutes. Ajoutez le chou et faites cuire jusqu'à ce qu'il soit bien chaud, environ 5 minutes. Incorporez le bouillon, le vinaigre de cidre et le sel. Couvrez et laissez mijoter jusqu'à ce que les saveurs soient bien mélangées, environ 30 minutes. Assaisonnez de sel et de poivre et ajoutez la confiture d'airelles en fin de cuisson si vous le souhaitez.",['mijoter'],['poêle'],https://www.allrecipes.com/recipe/259112/blaukraut-german-red-cabbage/,242 kcal,"""{""""Carbohydrates"""": """"40 g"""", """"Cholesterol"""": """"23 mg"""", """"Fiber"""": """"7 g"""", """"Protein"""": """"4 g"""", """"Saturated Fat"""": """"6 g"""", """"Sodium"""": """"141 mg"""", """"Sugar"""": """"26 g"""", """"Fat"""": """"9 g"""", """"Unsaturated Fat"""": """"0 g""""}""",32.7
2834,Cevapi croates,['Dîner'],"['Européen', 'Européen de l'Est']",Europe,15.0,10.0,4,3,"Tapissez une plaque de cuisson de papier sulfurisé. Dans un grand bol, mélangez le bœuf haché, le veau, la chapelure, l'oignon, l'œuf, l'eau gazeuse, le mélange d'épices, l'ail, le bicarbonate de soude, le paprika, les flocons de piment rouge, le sel et le poivre. Formez de petites saucisses et disposez-les sur la plaque de cuisson préparée. Préchauffez un barbecue à feu vif et huilez légèrement la grille. Faites griller les saucisses jusqu'à ce qu'elles soient dorées, environ 5 minutes de chaque côté.",['gril'],"['plaque de cuisson', 'grill']",https://www.allrecipes.com/recipe/263994/croatian-cevapi/,263 kcal,"""{""""Carbohydrates"""": """"13 g"""", """"Cholesterol"""": """"126 mg"""", """"Fiber"""": """"1 g"""", """"Protein"""": """"24 g"""", """"Saturated Fat"""": """"5 g"""", """"Sodium"""": """"1226 mg"""", """"Sugar"""": """"2 g"""", """"Fat"""": """"12 g"""", """"Unsaturated Fat"""": """"0 g""""}""",13.83
